30
6
0 0 0.0564 0.524
0 0.6024 0.0564 0.2448
0.0564 0.346 0.1928 0.5012
0.2492 0 0.2692 0.524
0.5184 0.346 0.0932 0.1848
0.6116 0.524 0.1692 0.3232
3
0 0 0.3704 0.504
0.3704 0.1216 0.2696 0.3824
0.64 0.4496 0.2172 0.4216
6
0 0 0.1596 0.3752
0.1596 0 0.392 0.6976
0.5516 0 0.3352 0.3752
0.8868 0 0.0832 0.6976
0.97 0 0.006 0.3752
0.97 0.4124 0.006 0.2852
4
0 0 0.1208 0.4568
0 0.4888 0.1208 0.3072
0.1208 0.3724 0.3664 0.3372
0.4872 0 0.2396 0.4888
4
0 0.0148 0.4424 0.0504
0 0.2944 0.4424 0.1712
0.4424 0 0.1224 0.7536
0.5648 0 0.3192 0.0148
7
0 0.0456 0.0068 0.076
0 0.516 0.0068 0.374
0.0068 0.0456 0.1552 0.5796
0.0068 0.736 0.1552 0.154
0.162 0 0.1732 0.1216
0.162 0.516 0.1732 0.1092
0.3352 0.516 0.1704 0.22
6
0 0.094 0.056 0.2684
0 0.42 0.056 0.2504
0.056 0.094 0.2168 0.5764
0.2728 0.2028 0.1788 0.4676
0.4516 0 0.2272 0.42
0.6788 0.3624 0.2556 0.0576
3
0 0 0.3352 0.008
0 0.3516 0.3352 0.1636
0.3352 0 0.3896 0.5
5
0 0.1148 0.1552 0.13
0 0.8972 0.1552 0.0272
0.1552 0 0.3552 0.9244
0.5104 0.1148 0.384 0.5148
0.5104 0.632 0.384 0.2652
7
0 0 0.38 0.588
0 0.664 0.4572 0.0108
0 0.8216 0.4572 0.1684
0.38 0.1148 0.0772 0.4732
0.4572 0.4264 0.0968 0.5636
0.554 0.1148 0.166 0.5492
0.554 0.6748 0.4372 0.1468
5
0 0.6296 0.2988 0.0576
0.2988 0 0.086 0.6872
0.3848 0 0.2288 0.3264
0.3848 0.6296 0.5884 0.0576
0.6136 0.1812 0.3596 0.1452
6
0 0 0.0948 0.3872
0.0948 0.086 0.032 0.3284
0.1268 0 0.1436 0.8812
0.2704 0 0.6468 0.086
0.2704 0.3872 0.2764 0.2804
0.5468 0.4144 0.3704 0.4668
1
0 0 0.9268 0.1144
4
0 0.3028 0.138 0.3908
0.138 0 0.014 0.5028
0.152 0.1612 0.226 0.3416
0.378 0.3028 0.3404 0.3908
1
0 0 0.0312 0.792
7
0 0.1132 0.2276 0.342
0.2276 0.2756 0.1424 0.1756
0.37 0.1132 0.1464 0.338
0.5164 0.1132 0.138 0.6784
0.6544 0 0.0088 0.7916
0.6632 0.1132 0.1508 0.1624
0.6632 0.4512 0.2064 0.004
7
0 0.5336 0.0784 0.12
0.0784 0 0.1164 0.6536
0.1948 0.5336 0.1428 0.12
0.3376 0.5336 0.0096 0.3412
0.3472 0 0.0476 0.6536
0.3948 0 0.2572 0.8748
0.652 0.5336 0.028 0.12
4
0 0 0.2508 0.4664
0.2508 0 0.272 0.2972
0.5228 0 0.12 0.6948
0.6428 0.2972 0.22 0.1692
5
0 0.3824 0.2672 0.3156
0 0.8364 0.2672 0.152
0.2672 0 0.3704 0.9884
0.6376 0 0.3608 0.3824
0.6376 0.698 0.3608 0.2904
5
0 0.2908 0.0384 0.0564
0.0384 0.2908 0.3624 0.6968
0.4008 0.2908 0.386 0.0564
0.4008 0.6372 0.5824 0.3504
0.7868 0 0.1964 0.3472
6
0 0 0.5044 0.2796
0 0.7444 0.2804 0.2488
0.2804 0.3052 0.224 0.688
0.5044 0 0.1428 0.4216
0.5044 0.7444 0.4208 0.2488
0.6472 0 0.278 0.3052
4
0 0 0.4068 0.7884
0.4068 0 0.258 0.3976
0.6648 0 0.0392 0.7884
0.704 0.3976 0.068 0.3908
3
0 0 0.4452 0.068
0.4452 0 0.268 0.7372
0.7132 0 0.2656 0.068
3
0 0 0.1252 0.6596
0.1252 0.3416 0.3736 0.6452
0.4988 0 0.3652 0.6596
1
0 0 0.9728 0.2552
5
0 0.1672 0.202 0.154
0.202 0 0.0232 0.3212
0.2252 0.1672 0.2312 0.5388
0.4564 0 0.1996 0.3212
0.656 0.1672 0.1912 0.5388
5
0 0 0.1532 0.176
0 0.4544 0.1532 0.3832
0.1532 0 0.2792 0.7092
0.4324 0 0.3964 0.176
0.4324 0.4544 0.3964 0.3832
5
0 0 0.0556 0.546
0.0556 0.3728 0.238 0.3324
0.2936 0.3728 0.098 0.1732
0.3916 0 0.3648 0.526
0.7564 0.3728 0.1072 0.1732
4
0 0 0.0888 0.0276
0.0888 0 0.0404 0.3516
0.1292 0.0276 0.1588 0.324
0.288 0 0.59 0.3516
4
0 0.2312 0.6356 0.616
0.4012 0 0.2344 0.1444
0.6356 0 0.2356 0.8472
0.8712 0.4608 0.0592 0.3864
1.31457
