20
5
0 0.2724 0.062 0.01
0.062 0 0.1332 0.2824
0.1952 0.2724 0.3224 0.3292
0.5176 0.2824 0.3892 0.3192
0.9068 0 0.0416 0.6016
4
0 0 0.2828 0.2392
0.2828 0.1372 0.0084 0.102
0.2912 0 0.1608 0.2392
0.452 0.1372 0.3616 0.102
5
0 0.2912 0.342 0.0764
0.342 0 0.1076 0.3676
0.4496 0 0.036 0.2144
0.4856 0.0072 0.1692 0.284
0.6548 0.0072 0.3172 0.3604
5
0 0 0.0744 0.0364
0.0744 0 0.0364 0.43
0.1108 0.0364 0.0968 0.3936
0.2076 0 0.3356 0.43
0.5432 0.0364 0.0928 0.3936
5
0 0 0.2908 0.2948
0.2908 0 0.252 0.906
0.5428 0 0.3172 0.2784
0.5428 0.2948 0.3172 0.172
0.5428 0.6924 0.3172 0.2136
9
0 0 0.1884 0.086
0 0.3276 0.1884 0.2592
0 0.8896 0.1884 0.0856
0.1884 0 0.1756 0.9752
0.364 0.5868 0.0716 0.3028
0.4356 0.13 0.0932 0.8452
0.5288 0.086 0.2688 0.8036
0.7976 0.086 0.1232 0.2416
0.7976 0.5868 0.1232 0.3884
4
0 0.45 0.1916 0.2608
0.1916 0 0.2364 0.7108
0.428 0.1704 0.2048 0.5404
0.6328 0 0.3592 0.45
4
0 0.26 0.1504 0.6588
0.1504 0.6132 0.5 0.214
0.6504 0.26 0.0668 0.6588
0.7172 0 0.0492 0.6132
6
0 0 0.3476 0.2424
0 0.5384 0.4 0.2808
0.3476 0 0.0524 0.3456
0.4 0.2424 0.1156 0.7552
0.5156 0.2424 0.1576 0.5768
0.6732 0.5384 0.2024 0.4592
5
0 0.5356 0.1772 0.2296
0.1772 0.3976 0.1428 0.3676
0.32 0 0.1912 0.5356
0.5112 0.3976 0.286 0.3676
0.7972 0.5356 0.196 0.2296
3
0 0 0.0188 0.7784
0.0188 0.4816 0.2788 0.2968
0.2976 0.2228 0.3192 0.5556
8
0 0 0.1636 0.216
0 0.7948 0.112 0.0816
0.112 0.7948 0.0516 0.1256
0.1636 0.1616 0.2708 0.4388
0.1636 0.8764 0.052 0.044
0.2156 0.7948 0.2188 0.1256
0.4344 0.216 0.4192 0.7044
0.8536 0.1616 0.0864 0.4388
6
0 0.3324 0.2396 0.5904
0.2396 0 0.2228 0.6204
0.4624 0.218 0.0544 0.4024
0.5168 0.218 0.1576 0.7048
0.6744 0.3324 0.0872 0.5904
0.7616 0.218 0.0044 0.7048
3
0 0.6032 0.2476 0.392
0.2476 0.0924 0.2192 0.9028
0.4668 0 0.2624 0.6032
3
0 0 0.3452 0.2808
0.3452 0.1704 0.1908 0.5428
0.536 0 0.3512 0.5528
4
0 0.2784 0.2184 0.5068
0.2184 0.2784 0.0792 0.3216
0.2976 0 0.1884 0.6
0.486 0.2784 0.296 0.3216
2
0 0.3824 0.3652 0.21
0.3652 0 0.0704 0.8796
5
0 0.3624 0.1232 0.3524
0.1232 0 0.2804 0.6544
0.4036 0.3624 0.0264 0.6212
0.43 0 0.2588 0.7148
0.6888 0.2972 0.1112 0.4176
5
0 0 0.3228 0.098
0 0.6164 0.3228 0.16
0.3228 0 0.2396 0.7764
0.5624 0 0.2364 0.098
0.5624 0.2676 0.2364 0.6672
4
0 0 0.1044 0.5284
0.1044 0.368 0.7592 0.1604
0.8636 0 0.0612 0.5284
0.9248 0.368 0.0596 0.1604
1.29702
