10
1
0 0 0.3612 0.7176
5
0 0.3764 0.3764 0.61
0.3764 0 0.2504 0.6216
0.3764 0.7304 0.4784 0.256
0.6268 0.0924 0.228 0.2132
0.6268 0.3764 0.228 0.2452
3
0 0 0.3248 0.0668
0.3248 0 0.3432 0.272
0.668 0.0668 0.3256 0.2052
4
0 0.0956 0.3928 0.0668
0.3928 0 0.388 0.9668
0.7808 0 0.0072 0.0956
0.7808 0.3992 0.0072 0.3092
4
0 0.1456 0.1668 0.2476
0 0.4112 0.1668 0.1816
0.1668 0 0.0924 0.5928
0.2592 0.1456 0.2476 0.7608
3
0 0.7572 0.238 0.1928
0.238 0 0.374 0.95
0.612 0.2508 0.3288 0.6992
7
0 0 0.4004 0.2284
0 0.4064 0.7832 0.0988
0.4004 0 0.1668 0.2944
0.5672 0 0.216 0.2284
0.7832 0 0.0264 0.5052
0.8096 0 0.166 0.2284
0.8096 0.2944 0.166 0.536
3
0 0 0.0468 0.4296
0 0.74 0.0468 0.0052
0.0468 0.228 0.1092 0.5172
3
0 0 0.2772 0.3484
0.2772 0 0.2616 0.674
0.5388 0 0.3556 0.3484
3
0 0.1972 0.3492 0.3752
0.3492 0.0132 0.0488 0.5
0.398 0 0.3432 0.1972
1.28584
