10
5
0 0 0.186 0.5096
0.186 0.0284 0.256 0.63
0.442 0.0284 0.0476 0.8356
0.4896 0.0284 0.1408 0.4812
0.6304 0 0.3512 0.5096
4
0 0 0.3696 0.7252
0.3696 0.324 0.0368 0.604
0.4064 0 0.2108 0.566
0.6172 0 0.3592 0.7252
4
0 0 0.2532 0.5064
0.2532 0.138 0.1252 0.7304
0.3784 0 0.3956 0.8684
0.774 0.138 0.2136 0.3684
2
0 0.3684 0.5392 0.2968
0.5392 0 0.376 0.6652
4
0 0 0.2044 0.5212
0.2044 0 0.3584 0.7968
0.5628 0 0.13 0.5212
0.6928 0.1512 0.1888 0.6456
3
0 0.4748 0.3192 0.3084
0.3192 0 0.3724 0.7832
0.6916 0.4748 0.1936 0.3084
3
0 0.0228 0.02 0.3364
0.02 0 0.1308 0.3808
0.1508 0.0228 0.1444 0.6756
2
0 0.3756 0.2292 0.2828
0.2292 0 0.2772 0.798
3
0 0 0.2856 0.5512
0.2856 0.0868 0.236 0.8976
0.5216 0.0868 0.2424 0.5112
5
0 0 0.2516 0.5536
0 0.8464 0.2516 0.02
0.2516 0.39 0.154 0.4892
0.4056 0.5536 0.0548 0.3128
0.4604 0.39 0.2856 0.4764
1.19381
