6
5
0 0 0.0424 0.2776
0 0.4552 0.0424 0.1312
0.0424 0.1524 0.2212 0.6512
0.2636 0.4552 0.2512 0.3832
0.5148 0.2776 0.3836 0.526
4
0 0.3088 0.3336 0.608
0.3336 0.5632 0.2312 0.3536
0.5648 0 0.2068 0.6252
0.7716 0.5632 0.118 0.062
6
0 0 0.2372 0.3624
0 0.576 0.2372 0.142
0.2372 0 0.3804 0.718
0.6176 0.576 0.014 0.142
0.6316 0.1456 0.0692 0.5724
0.7008 0 0.2384 0.3624
3
0 0.1704 0.3172 0.7048
0.3172 0 0.1888 0.6268
0.506 0.4192 0.3592 0.2076
5
0 0.5344 0.2456 0.4348
0.2456 0 0.2828 0.2852
0.2456 0.5344 0.2828 0.3204
0.5284 0 0.196 0.8548
0.7244 0.2852 0.1392 0.5696
4
0 0.5904 0.8192 0.1684
0.3572 0 0.2064 0.5316
0.5636 0.3564 0.2556 0.1752
0.8192 0 0.024 0.7588
1.13688
