16
2
0 0 0.22283 0.28197
0.22283 0 0.23936 0.18764
2
0 0 0.10345 0.06546
0.10345 0 0.01786 0.35944
2
0 0 0.21862 0.4116
0.21862 0 0.19078 0.13757
2
0 0.07364 0.19622 0.10343
0.19622 0 0.02547 0.17707
2
0 0 0.28949 0.20445
0.28949 0.05461 0.04812 0.14984
2
0 0.21518 0.25333 0.10895
0.25333 0 0.19633 0.32413
2
0 0.02468 0.00331 0.12178
0.00331 0 0.27459 0.14646
2
0 0 0.03067 0.22476
0.03067 0 0.03613 0.40831
2
0 0.20193 0.11802 0.10277
0.11802 0 0.04788 0.3047
2
0 0 0.06461 0.49479
0.06461 0 0.1819 0.23457
2
0 0.17272 0.0353 0.10289
0.0353 0 0.31157 0.27561
2
0 0.18217 0.00408 0.32767
0.00408 0 0.25175 0.50984
2
0 0 0.23911 0.2609
0.23911 0 0.24544 0.03808
2
0 0 0.21231 0.4956
0.21231 0 0.23585 0.28651
2
0 0 0.26777 0.17869
0.26777 0.1528 0.0672 0.02589
2
0 0.26771 0.21796 0.15817
0.21796 0 0.07292 0.42588
0.678087
