10
3
0 0 0.368667 1.03933
0.368667 0 0.329778 0.620667
0.698444 0 0.257556 1.03933
2
0 0 0.387333 1.18933
0.387333 0.709556 0.0575556 0.479778
2
0 0 0.470667 0.172667
0.470667 0 0.0464444 0.0742222
4
0 0 0.452 0.452
0 0.820667 0.452 0.329778
0.452 0 0.0742222 1.15044
0.526222 0.452 0.507556 0.698444
3
0 0 0.457556 0.837333
0.457556 0.524222 0.457556 0.459556
0.915111 0 0.207556 0.983778
3
0 0.140889 0.424222 0.498444
0.424222 0 0.0353333 0.381778
0.459556 0 0.135333 0.639333
2
0 0 0.737333 0.856
0.737333 0 0.0408889 0.0686667
2
0 0 0.196444 0.817111
0.196444 0 0.454 0.326222
3
0 0 0.748444 0.446444
0 0.559556 0.748444 0.468667
0.748444 0 0.0353333 1.02822
3
0 0.396444 0.329778 0.287333
0.329778 0 0.0742222 0.683778
0.404 0.396444 0.413111 0.287333
1.58181
