20
2
0 0.08661 0.23891 0.21359
0.23891 0 0.21926 0.3002
2
0 0 0.17064 0.07167
0.17064 0 0.077 0.08684
2
0 0 0.07076 0.12189
0.07076 0.09705 0.11724 0.02484
2
0 0 0.2829 0.43905
0.2829 0 0.09656 0.14002
2
0 0 0.09148 0.2892
0.09148 0 0.04992 0.21971
2
0 0 0.11938 0.44198
0.11938 0.21947 0.18421 0.22251
2
0 0 0.0346 0.30809
0.0346 0.04943 0.10636 0.25866
2
0 0 0.26263 0.08257
0.26263 0.07149 0.12641 0.01108
2
0 0 0.06391 0.25059
0.06391 0 0.25951 0.57482
2
0 0 0.09593 0.11519
0.09593 0.01917 0.04221 0.09602
2
0 0 0.26917 0.31411
0.26917 0 0.16944 0.21275
2
0 0 0.21393 0.11833
0.21393 0 0.20607 0.08932
2
0 0.17684 0.07545 0.06781
0.07545 0 0.17505 0.24465
2
0 0 0.06205 0.00514
0.06205 0 0.20047 0.14164
2
0 0 0.03388 0.57109
0.03388 0.30525 0.12583 0.26584
2
0 0 0.23572 0.31157
0.23572 0 0.03029 0.12164
2
0 0 0.10586 0.3035
0.10586 0.14682 0.07784 0.15668
2
0 0.28295 0.02887 0.01691
0.02887 0 0.09587 0.29986
2
0 0.14539 0.18532 0.15495
0.18532 0 0.16101 0.30034
2
0 0 0.31816 0.5598
0.31816 0.29823 0.03534 0.26157
0.764511
